fullName,games_played,total_points,avg_points,total_rebounds,avg_rebounds,total_assists,avg_assists,avg_fg_percentage,avg_three_pt_percentage,avg_ft_percentage,avg_minutes,total_steals,total_blocks,total_turnovers
Alex Hamilton,1,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Alex Hannum,434,2442.0,5.626728110599078,201.0,0.4631336405529954,126.0,0.2903225806451613,0.09227419354838709,0.0,0.45961520737327194,1.5806451612903225,0.0,0.0,0.0
Alex King,1,7.0,7.0,3.0,3.0,2.0,2.0,0.5,0.5,0.5,,2.0,0.0,2.0
Alex Kirk,21,30.0,1.4285714285714286,16.0,0.7619047619047619,2.0,0.09523809523809523,0.10319047619047621,0.0,0.23809523809523808,8.333333333333334,0.0,4.0,4.0
Alex Leder,6,13.0,4.333333333333333,6.0,2.0,6.0,2.0,0.337,0.16666666666666666,0.0,,3.0,1.0,3.0
Alex Len,984,4990.0,5.091836734693878,3922.0,4.002040816326531,649.0,0.6622448979591836,0.35507244897959184,0.050749999999999997,0.2910755102040817,16.322427440633245,273.0,674.0,811.0
Alex McNaught,5,2.0,0.4,2.0,0.4,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,1.0
Alex Morales,15,25.0,1.6666666666666667,13.0,0.8666666666666667,8.0,0.5333333333333333,0.19526666666666667,0.06113333333333334,0.1,8.097142857142858,2.0,1.0,4.0
Alex Mudronja,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
Alex Mumbru,1,5.0,5.0,6.0,6.0,6.0,6.0,0.154,0.0,0.5,30.0,2.0,0.0,2.0
Alex O'Connell,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Alex Pledger,4,42.0,10.5,28.0,7.0,2.0,0.5,0.5005,0.0,0.4375,,0.0,0.0,3.0
Alex Poythress,106,230.0,2.2549019607843137,139.0,1.3627450980392157,32.0,0.3137254901960784,0.17259803921568628,0.09033333333333333,0.10375490196078431,10.627118644067796,13.0,18.0,21.0
Alex Reese,23,83.0,3.608695652173913,53.0,2.3043478260869565,7.0,0.30434782608695654,0.3807826086956522,0.252,0.2826086956521739,12.793529411764707,11.0,11.0,6.0
Alex Renfoe,1,15.0,15.0,3.0,3.0,3.0,3.0,0.556,0.25,0.8,,1.0,1.0,2.0
Alex Sarr,135,1686.0,12.488888888888889,814.0,6.029629629629629,298.0,2.2074074074074073,0.3774,0.26261481481481486,0.4327259259259259,26.733781512605045,82.0,205.0,205.0
Alex Scales,12,63.0,5.25,11.0,0.9166666666666666,8.0,0.6666666666666666,0.24125,0.21525000000000002,0.5526666666666666,8.818181818181818,8.0,1.0,5.0
Alex Stepheson,22,29.0,1.380952380952381,46.0,2.1904761904761907,3.0,0.14285714285714285,0.1148095238095238,0.0,0.13095238095238096,8.545454545454545,1.0,5.0,3.0
Alex Stivrins,22,44.0,2.0,22.0,1.0,4.0,0.18181818181818182,0.3170454545454545,0.0,0.045454545454545456,4.090909090909091,2.0,2.0,10.0
Alex Toohey,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Alex Tyus,2,13.0,13.0,6.0,6.0,0.0,0.0,0.455,0.0,0.75,,1.0,5.0,2.0
Alexander Ellis,134,704.0,5.253731343283582,254.0,1.8955223880597014,12.0,0.08955223880597014,0.15080597014925376,0.0,0.44861940298507463,2.298507462686567,0.0,0.0,0.0
Alexander Johnson,172,537.0,3.122093023255814,337.0,1.9593023255813953,37.0,0.21511627906976744,0.2793139534883721,0.0,0.2730755813953488,12.694915254237289,53.0,53.0,111.0
Alexander Rosenberg,11,31.0,2.8181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Volkov,149,1019.0,6.8389261744966445,384.0,2.577181208053691,333.0,2.2348993288590604,0.4156979865771812,0.15943624161073824,0.3344697986577181,16.463087248322147,102.0,52.0,154.0
Alexey Shved,253,1496.0,5.913043478260869,401.0,1.5849802371541502,508.0,2.007905138339921,0.25836363636363635,0.19112252964426876,0.3981146245059288,17.655172413793103,128.0,54.0,274.0
Alexis Ajinca,475,1700.0,3.6016949152542375,1250.0,2.6483050847457625,154.0,0.326271186440678,0.3113622881355932,0.012921610169491525,0.2125720338983051,12.63302752293578,108.0,212.0,285.0
Alfonso Plummer,1,13.0,13.0,3.0,3.0,4.0,4.0,0.357,0.3,0.0,,2.0,0.0,2.0
Alfonzo McKinnie,315,860.0,2.747603833865815,560.0,1.7891373801916932,66.0,0.2108626198083067,0.27027156549520764,0.1524664536741214,0.10575399361022364,11.319634703196346,63.0,32.0,86.0
Alfredrick Hughes,71,364.0,5.126760563380282,113.0,1.591549295774648,62.0,0.8732394366197183,0.32611267605633804,0.025816901408450704,0.22850704225352114,12.450704225352112,27.0,5.0,62.0
Alijah Martin,38,73.0,1.9210526315789473,34.0,0.8947368421052632,17.0,0.4473684210526316,0.1626578947368421,0.1215,0.17763157894736842,6.868214285714286,9.0,5.0,14.0
Alize Johnson,187,289.0,1.5621621621621622,342.0,1.8486486486486486,54.0,0.2918918918918919,0.18325945945945946,0.02108108108108108,0.10667027027027028,7.290097087378641,26.0,11.0,54.0
Allan Bristow,668,5208.0,7.796407185628743,2560.0,3.8323353293413174,2077.0,3.1092814371257487,0.4218997005988024,0.01671706586826347,0.5037290419161676,19.62425149700599,360.0,41.0,486.0
Allan Houston,937,15781.0,16.84204909284952,2621.0,2.7972251867662754,2134.0,2.277481323372465,0.4168644610458911,0.3424002134471718,0.6736712913553896,33.76022099447514,610.0,149.0,1925.0
Allan Ray,64,319.0,4.984375,78.0,1.21875,51.0,0.796875,0.24246875,0.223171875,0.254296875,13.963636363636363,23.0,3.0,52.0
Allen Crabbe,508,3814.0,7.522682445759369,1169.0,2.3057199211045365,484.0,0.9546351084812623,0.33364694280078894,0.2879802761341223,0.2941775147928994,23.35697399527187,250.0,114.0,308.0
Allen Iverson,1111,26966.0,24.271827182718273,3744.0,3.36993699369937,6211.0,5.59045904590459,0.3831917191719172,0.24099819981998202,0.6907659765976598,40.47247534516765,2186.0,180.0,3573.0
Allen Leavell,763,7086.0,9.2870249017038,1229.0,1.6107470511140236,3491.0,4.575360419397117,0.3959082568807339,0.09591480996068152,0.5603643512450852,22.391874180865006,852.0,111.0,1069.0
Allen Murphy,2,5.0,2.5,4.0,2.0,0.0,0.0,0.1665,0.0,0.4165,9.0,0.0,0.0,0.0
